,Phase,Formula,SG,Entry,Property,Units,Value
62131,132592,Tm2[Si2O7],92,P20119277-6,energy gap,eV,4.4
62132,132593,Yb2[Si2O7],92,P20119279-6,energy gap,eV,4.7
62133,132594,Lu4Si3[SiO4]O10,2,P20119280-6,energy gap,eV,5.2
62134,132600,La1.40Lu0.60SO2,164,P20119284-6,energy gap,eV,3.7
62135,132603,Ce0.04Pb0.92[MoO4],88,P20119287-6,energy gap,eV,4.5
62136,132604,Pb0.70Bi0.20[MoO4],88,P20119286-6,energy gap,eV,4.9
62137,132608,Sr0.88Bi0.08[MoO4],88,P20119291-6,energy gap,eV,4.8
62138,132611,Bi0.9[VO4]0.7[WO4]0.3,88,P20119293-6,energy gap,eV,4.8
62139,132613,TlAl11O17,194,P20119294-6,energy gap,eV,4.3
62140,132614,NaPr0.125Pb3.875[PO4]3O0.0625,176,P20119297-6,energy gap,eV,4.9
62141,132615,NaCe0.125Pb3.875[PO4]3O0.0625,176,P20119296-6,energy gap,eV,5.2
62142,132616,Na0.75Pb4.25[PO4]3O0.125,176,P20119295-6,energy gap,eV,5.3
62143,132617,NaGd0.125Pb3.875[PO4]3O0.0625,176,P20119301-6,energy gap,eV,5.1
62144,132618,NaNd0.125Pb3.875[PO4]3O0.0625,176,P20119298-6,energy gap,eV,5.3
62145,132619,NaSm0.125Pb3.875[PO4]3O0.0625,176,P20119299-6,energy gap,eV,5.2
62146,132620,NaEu0.125Pb3.875[PO4]3O0.0625,176,P20119300-6,energy gap,eV,5.1
62147,132621,NaHo0.125Pb3.875[PO4]3O0.0625,176,P20119304-6,energy gap,eV,5.2
62148,132622,NaTb0.125Pb3.875[PO4]3O0.0625,176,P20119302-6,energy gap,eV,5.1
62149,132623,NaDy0.125Pb3.875[PO4]3O0.0625,176,P20119303-6,energy gap,eV,4.9
62150,132624,NaEr0.125Pb3.875[PO4]3O0.0625,176,P20119305-6,energy gap,eV,5.2
62151,132625,LaCl0.45O[OH]0.55,11,P20119306-6,energy gap,eV,4.0
62152,132629,CaBrF,129,P20119307-6,energy gap,eV,6.6
62153,132630,LiNd[SO4]2,34,P20119309-6,energy gap,eV,4.4
62154,132632,LiSm[SO4]2,34,P20119310-6,energy gap,eV,4.6
62155,132633,LiTb[SO4]2,34,P20119312-6,energy gap,eV,4.4
62156,132634,LiGd[SO4]2,34,P20119311-6,energy gap,eV,4.6
62157,132635,LiHo[SO4]2,34,P20119314-6,energy gap,eV,5.1
62158,132636,LiDy[SO4]2,34,P20119313-6,energy gap,eV,4.5
62159,132638,LiEr[SO4]2,34,P20119315-6,energy gap,eV,5.3
62160,132640,Ti3.908Mn0.092O7,2,P20119317-6,energy gap,eV,4.6
62161,132643,Ti2.35Mn0.65O5,63,P20119320-6,energy gap,eV,4.6
62162,132654,HoFe[CN]6[H2O]4,63,P20119324-6,energy gap,eV,4.7
62163,132655,LuFe[CN]6[H2O]4,63,P20119327-6,energy gap,eV,4.8
62164,132656,TmFe[CN]6[H2O]4,63,P20119325-6,energy gap,eV,4.6
62165,132657,YbFe[CN]6[H2O]4,63,P20119326-6,energy gap,eV,4.5
62166,132660,EuCr[CN]6[H2O]4,63,P20119332-6,energy gap,eV,4.9
62167,132661,TbCr[CN]6[H2O]4,63,P20119334-6,energy gap,eV,5.0
62168,132662,SmCr[CN]6[H2O]4,63,P20119331-6,energy gap,eV,4.9
62169,132663,NdCr[CN]6[H2O]4,63,P20119330-6,energy gap,eV,4.9
62170,132664,GdCr[CN]6[H2O]4,63,P20119333-6,energy gap,eV,4.9
62171,132665,ErCr[CN]6[H2O]4,63,P20119337-6,energy gap,eV,5.2
62172,132666,DyCr[CN]6[H2O]4,63,P20119335-6,energy gap,eV,5.0
62173,132667,HoCr[CN]6[H2O]4,63,P20119336-6,energy gap,eV,5.1
62174,132668,TmCr[CN]6[H2O]4,63,P20119338-6,energy gap,eV,5.1
62175,132669,LuCr[CN]6[H2O]4,63,P20119340-6,energy gap,eV,5.1
62176,132670,CeCo[CN]6[H2O]4,63,P20119342-6,energy gap,eV,4.5
62177,132671,YCr[CN]6[H2O]4,63,P20119341-6,energy gap,eV,5.3
62178,132672,YbCr[CN]6[H2O]4,63,P20119339-6,energy gap,eV,5.2
62179,132673,PrCo[CN]6[H2O]4,63,P20119343-6,energy gap,eV,4.4
62180,132674,DyCo[CN]6[H2O]4,63,P20119345-6,energy gap,eV,4.5
62181,132676,TbCo[CN]6[H2O]4,63,P20119344-6,energy gap,eV,4.5
62182,132677,TmCo[CN]6[H2O]4,63,P20119347-6,energy gap,eV,4.4
62183,132678,YbCo[CN]6[H2O]4,63,P20119348-6,energy gap,eV,4.7
62184,132679,LuCo[CN]6[H2O]4,63,P20119349-6,energy gap,eV,4.6
62185,132680,Sc2.3Dy2.7Fe3O12,230,P20119350-6,energy gap,eV,4.5
62186,132682,Sc2.3Nd2.3Lu0.4Fe3O12,230,P20119352-6,energy gap,eV,4.5
62187,132685,Sc2Nd3Fe2.6Ga0.4O12,230,P20119354-6,energy gap,eV,4.3
62188,132686,Sc4.3Cr1.7B0.4,227,P20119355-6,energy gap,eV,3.9
62189,132687,KGa11O17,194,P20119356-5,energy gap,eV,4.6
62190,132688,Na2CaTi2[GeO4]3,230,P20119359-6,energy gap,eV,5.0
62191,132689,Na2CaSn2[GeO4]3,230,P20119358-6,energy gap,eV,5.0
62192,132696,CaCuSmClO3,129,P20119360-6,energy gap,eV,4.7
62193,132698,SrCuNdClO3,129,P20119363-6,energy gap,eV,5.0
62194,132699,Ca0.8Ce1.2Sn2O7,227,P20119362-6,energy gap,eV,4.1
62195,132700,CaCuEuClO3,129,P20119366-6,energy gap,eV,4.9
62196,132701,CaCuGdClO3,129,P20119364-6,energy gap,eV,4.9
62197,132702,Sr0.20Ca0.80CuEuClO3,129,P20119367-6,energy gap,eV,5.1
62198,132703,Sr0.21Ca0.79CuGdClO3,129,P20119365-6,energy gap,eV,4.4
62199,132704,Sr0.22Ca0.78CuSmClO3,129,P20119369-6,energy gap,eV,4.9
62200,132705,Y[OH]1.35F1.65,176,P20119370-6,energy gap,eV,4.5
62201,132706,Sr0.28Ca0.72CuNdClO3,129,P20119368-6,energy gap,eV,4.8
62202,132711,Sr2Cu2CeNdTiO10,139,P20119371-5,energy gap,eV,2.5
62203,132714,Cu2MnSiTe4,121,P20119374-6,energy gap,eV,4.5
62204,132715,Cu0.5Mn0.25Ge0.25Te,216,P20119377-6,energy gap,eV,4.3
62205,132716,Cu0.5Mn0.25Si0.25Te,216,P20119375-6,energy gap,eV,4.6
62206,132717,Cu0.5Mn0.25Sn0.25Te,216,P20119378-6,energy gap,eV,4.7
62207,132720,Ag2MnGeS4,31,P20119379-6,energy gap,eV,4.5
62208,132723,Ag2MnSnS4,31,P20119381-6,energy gap,eV,4.3
62209,132724,Ag2MnSiSe4,31,P20119382-6,energy gap,eV,4.1
62210,132725,Ag0.5Mn0.25Si0.25Te,216,P20119387-6,energy gap,eV,4.9
62211,132727,Ag0.5Mn0.25Sn0.25Se,216,P20119385-6,energy gap,eV,4.7
62212,132728,Ag0.5Mn0.25Ge0.25Te,216,P20119388-6,energy gap,eV,4.9
62213,132729,Ag2MnGeTe4,121,P20119389-6,energy gap,eV,4.8
62214,132731,Ag2MnSnTe4,121,P20119391-6,energy gap,eV,4.9
62215,132734,Na0.875Ti0.525Fe1.175Sb0.3O4,62,P20119394-6,energy gap,eV,3.7
62216,132735,Na3Sb[PO4]2O,19,P20119397-6,energy gap,eV,4.7
62217,132736,[NH4]Sb[AsO4]F[H2O]3,130,P20119396-6,energy gap,eV,5.3
62218,132737,NaSb[AsO4]F,130,P20119395-6,energy gap,eV,4.3
62219,132740,KYbFe[CN]6[H2O]3.5,63,P20119399-6,energy gap,eV,4.3
62220,132741,H4[VO][AsO4]2,140,P20119398-6,energy gap,eV,3.7
62221,132744,Cs2BaFe[CN]6[H2O]2,14,P20119401-6,energy gap,eV,4.3
62222,132745,BaMgLaMoO6,225,P20119403-6,energy gap,eV,3.9
62223,132750,Ca0.5Mg0.5La0.5Mo0.5O3,62,P20119407-6,energy gap,eV,4.3
62224,132751,Ba0.5La0.5Sc0.5Mo0.5O3,221,P20119408-6,energy gap,eV,4.0
62225,132753,KLiBeF4,173,P20119410-6,energy gap,eV,6.1
62226,132754,Na0.82U0.45Nb2O6.76,227,P20119411-6,energy gap,eV,3.4
62227,132755,TbSBr,14,P20119416-6,energy gap,eV,4.9
62228,132756,[NH4]3Nb[C2O4]3O[H2O],2,P20119412-6,energy gap,eV,5.2
62229,132757,SmSBr,14,P20119414-6,energy gap,eV,5.1
62230,132758,NdSBr,14,P20119417-6,energy gap,eV,5.0
62231,132759,GdSBr,14,P20119415-6,energy gap,eV,5.2
62232,132760,PrSBr,14,P20119413-6,energy gap,eV,4.8
62233,132762,NaYO2,15,P20119419-6,energy gap,eV,4.7
62234,132763,HK3[P2O7][H2O]3,14,P20119420-6,energy gap,eV,5.0
62235,132764,[UO2]Te3O7,205,P20119421-6,energy gap,eV,5.1
62236,132770,KMgNb[O2]4[H2O]7,14,P20119422-6,energy gap,eV,4.9
62237,132773,Ba4Cl6O,186,P20119423-6,energy gap,eV,6.3
62238,132774,MgEu2WO6,225,P20119424-6,energy gap,eV,4.8
62239,132776,NpEuO3,62,P20119425-6,energy gap,eV,4.1
62240,132777,Sr2[VO4],33,P20119426-6,energy gap,eV,4.3
62241,132779,Ba2CuP6O18,14,P20119429-6,energy gap,eV,4.9
62242,132781,Sb2S2O9,92,P20119430-6,energy gap,eV,5.1
62243,132782,Ba2ZnP6O18[H2O]10,15,P20119432-6,energy gap,eV,5.4
62244,132783,Li2[NH4]P3O9,61,P20119433-6,energy gap,eV,4.7
62245,132784,K6[UO2]2[C2O4]5[H2O]10,2,P20119434-6,energy gap,eV,4.7
62246,132785,Na6Ce[CO3]5[H2O]12,2,P20119436-6,energy gap,eV,4.9
62247,132786,BaCdP4O12,14,P20119438-6,energy gap,eV,5.3
62248,132787,Ag3P3O9[H2O],2,P20119439-6,energy gap,eV,5.0
62249,132788,H2Cu[UO2]2[GeO4]2[H2O]6,12,P20119441-6,energy gap,eV,4.3
62250,132790,Mg[MoO4][H2O]5,2,P20119443-6,energy gap,eV,5.2
62251,132792,K2Be[C2O4]2,62,P20119444-6,energy gap,eV,4.3
62252,132793,H2K2Zn4[PO4]4[H2O]5,2,P20119446-6,energy gap,eV,4.3
62253,132794,KBaP3O9[H2O],14,P20119445-6,energy gap,eV,4.9
62254,132795,ErSeF,62,P20119448-6,energy gap,eV,4.9
62255,132796,Zn2.5P3O10[H2O]6,2,P20119447-6,energy gap,eV,5.1
62256,132797,Ca[NO3]2[H2O]2,15,P20119450-6,energy gap,eV,5.3
62257,132798,YSeF,11,P20119449-6,energy gap,eV,5.1
62258,132799,KLi[PO3F][H2O],14,P20119451-6,energy gap,eV,5.6
62259,132800,H2FeP3O10[H2O],15,P20119452-6,energy gap,eV,4.9
62260,132801,H[NH4]AlP3O10,13,P20119453-6,energy gap,eV,5.3
62261,132802,BaRuO3[OH]2,167,P20119454-6,energy gap,eV,4.2
62262,132803,NaPO3[H2O]2,2,P20119456-6,energy gap,eV,4.6
62263,132804,BaP2O6[H2O]2,2,P20119455-6,energy gap,eV,5.0
62264,132807,H2TeO4,14,P20119460-6,energy gap,eV,5.8
62265,132808,RbBeLuF6,11,P20119464-6,energy gap,eV,6.2
62266,132809,SmP5O14,14,P20119459-6,energy gap,eV,5.0
62267,132810,[NH4]BeLuF6,11,P20119463-6,energy gap,eV,5.5
62268,132811,KBeHoF6,11,P20119461-6,energy gap,eV,5.9
62269,132812,RbBeYbF6,11,P20119467-6,energy gap,eV,5.9
62270,132813,KBeLuF6,11,P20119462-6,energy gap,eV,6.0
62271,132814,KBeYbF6,11,P20119465-6,energy gap,eV,6.2
62272,132815,KBeErF6,11,P20119471-6,energy gap,eV,5.9
62273,132816,[NH4]BeYbF6,11,P20119466-6,energy gap,eV,6.1
62274,132817,[NH4]BeTmF6,11,P20119469-6,energy gap,eV,6.3
62275,132818,RbBeTmF6,11,P20119470-6,energy gap,eV,5.9
62276,132819,[NH4]BeErF6,11,P20119472-6,energy gap,eV,6.2
62277,132820,KBeTmF6,11,P20119468-6,energy gap,eV,6.0
62278,132821,RbBeErF6,11,P20119473-6,energy gap,eV,5.8
62279,132822,RbBeYF6,11,P20119476-6,energy gap,eV,5.8
62280,132823,[NH4]BeYF6,11,P20119475-6,energy gap,eV,6.0
62281,132824,KBeYF6,11,P20119474-6,energy gap,eV,5.7
62282,132825,RbBeHoF6,11,P20119478-6,energy gap,eV,6.3
62283,132826,[NH4]BeHoF6,11,P20119477-6,energy gap,eV,6.5
62284,132828,KBeDyF6,11,P20119479-6,energy gap,eV,5.9
62285,132829,[NH4]BeDyF6,11,P20119480-6,energy gap,eV,6.4
62286,132830,RbBeDyF6,11,P20119481-6,energy gap,eV,5.2
62287,132832,KBe[NH2]3,61,P20119485-6,energy gap,eV,3.9
62288,132833,Na4Cd2Cl8[H2O]6,166,P20119484-6,energy gap,eV,3.1
62289,132834,Rb2CrF5,62,P20119487-6,energy gap,eV,7.0
62290,132835,RbBe[NH2]3,61,P20119486-6,energy gap,eV,5.2
62291,132836,K2CuZr2F12[H2O]6,14,P20119489-6,energy gap,eV,5.4
62292,132837,NaBaP3O9,19,P20119488-6,energy gap,eV,5.7
62293,132838,Cu2ZrF8[H2O]12,15,P20119490-6,energy gap,eV,5.5
62294,132839,Ir[SCN]Cl2[NH3]5,225,P20119491-6,energy gap,eV,5.0
62295,132840,CdCl2[H2O],62,P20119492-6,energy gap,eV,5.0
62296,132841,K4[P2O7][H2O]3,14,P20119493-6,energy gap,eV,5.2
62297,132842,C3OF2,14,P20119494-6,energy gap,eV,5.8
62298,132844,K1.5Ag4.5W12O39,147,P20119498-6,energy gap,eV,4.0
62299,132845,K1.8Na4.2W12O39,147,P20119496-6,energy gap,eV,4.4
62300,132846,K3Li3W12O39,147,P20119495-6,energy gap,eV,4.8
62301,132847,Rb2.1K3.9W12O39,147,P20119497-6,energy gap,eV,5.1
62302,132850,SrV2[P2O7]2,2,P20119499-6,energy gap,eV,4.0
62303,132852,K0.905Mg0.5Fe1.5Si4O10[OH]2,12,P20119501-6,energy gap,eV,4.4
62304,132853,Na0.91Al2.43Si3.45O10[OH]2,12,P20119503-6,energy gap,eV,4.7
62305,132855,Fe2BiSi2O8[OH],8,P20119504-6,energy gap,eV,4.3
62306,132856,TlCe[MoO4]2,60,P20119506-6,energy gap,eV,4.6
62307,132857,Tl0.5La0.5[MoO4],88,P20119505-6,energy gap,eV,4.7
62308,132860,TlPr[MoO4]2,60,P20119508-6,energy gap,eV,3.5
62309,132861,TlNd[MoO4]2,60,P20119509-6,energy gap,eV,4.0
62310,132862,TlSm[MoO4]2,60,P20119511-6,energy gap,eV,4.2
62311,132867,Nd1.5Sb1.5O6,150,P20119516-6,energy gap,eV,4.0
62312,132868,Y1.5Sb1.5O6,150,P20119517-6,energy gap,eV,4.5
62313,132869,Nd2[SO4]3,15,P20119518-6,energy gap,eV,4.9
62314,132872,LiPbP3O9,2,P20119519-6,energy gap,eV,4.5
62315,132873,K[UO2]2Cl2O[OH][H2O]3,2,P20119522-6,energy gap,eV,5.4
62316,132874,UBrO2,63,P20119521-6,energy gap,eV,5.0
62317,132875,Y20Se20OF18,11,P20119523-6,energy gap,eV,4.5
62318,132876,HBaCr2[PO4]O6[H2O]3,2,P20119524-6,energy gap,eV,4.1
62319,132877,NaZn2P3O10[H2O]9,2,P20119525-6,energy gap,eV,4.9
62320,132878,Ca[NO3]Cl[H2O]2,61,P20119528-6,energy gap,eV,5.1
62321,132879,H3Cu3P2[NO3][OH]2[H2O],33,P20119526-6,energy gap,eV,4.7
62322,132880,K3Ta3B2O12,189,P20119527-6,energy gap,eV,4.0
62323,132881,CaCl2[H2O]4,14,P20119530-6,energy gap,eV,5.1
62324,132882,RbNbB2O6,7,P20119529-6,energy gap,eV,4.2
62325,132883,K4ZnP6O18[H2O]4,12,P20119535-6,energy gap,eV,4.6
62326,132884,H8Na2Ni[PO4]4[H2O]4,14,P20119533-6,energy gap,eV,5.0
62327,132885,K4CdP6O18[H2O]2,2,P20119532-6,energy gap,eV,5.1
62328,132886,CdBr2[H2O]4,58,P20119534-6,energy gap,eV,5.4
62329,132887,[NH4]Fe[CrO4]2,4,P20119536-6,energy gap,eV,4.4
62330,132888,[NH4]2CaP4O12[H2O]2,14,P20119537-6,energy gap,eV,5.2
62331,132889,HZn2P3O10[H2O]6,2,P20119538-6,energy gap,eV,5.3
62332,132889,HZn[PO4][H2O],2,P20119717-6,energy gap,eV,4.5
62333,132890,[UO2][NO3][OH][H2O]2,2,P20119539-6,energy gap,eV,5.5
62334,132891,K3Na[P2O7][H2O]4,14,P20119540-6,energy gap,eV,5.0
62335,132894,[NH4]PrP4O12,15,P20119542-6,energy gap,eV,5.2
62336,132896,KPO3,14,P20119545-6,energy gap,eV,4.8
62337,132897,Ca[NO3]2[H2O]2,68,P20119546-6,energy gap,eV,3.8
62338,132898,HMg[AsO4][H2O]4,61,P20119547-6,energy gap,eV,5.4
62339,132899,Na[NH4]Ca[P2O7][H2O]3,9,P20119550-6,energy gap,eV,5.0
62340,132900,Ca[CrO4][H2O],61,P20119548-6,energy gap,eV,4.2
62341,132901,NaSbBrF3[H2O],14,P20119549-6,energy gap,eV,6.0
62342,132903,K4Hf[C2O4]4[H2O]5,14,P20119552-6,energy gap,eV,4.9
62343,132904,Y8Se8O0.5F7,11,P20119553-6,energy gap,eV,4.6
62344,132905,BaAs4O8[OH]6,53,P20119554-6,energy gap,eV,5.4
62345,132906,MgMn2Br6[H2O]12,12,P20119555-6,energy gap,eV,5.3
62346,132907,BaAgP3O9[H2O]4,15,P20119557-6,energy gap,eV,5.2
62347,132908,TiP3O9,220,P20119556-6,energy gap,eV,4.7
62348,132909,H0.38Ag0.62Zn2P3O10[H2O]9,2,P20119558-6,energy gap,eV,5.2
62349,132910,Na1.4Ca0.3ZrSi6O15[H2O]2.7,28,P20119559-6,energy gap,eV,3.9
62350,132912,Cs2NaAlF6,166,P20119560-6,energy gap,eV,4.3
62351,132914,MgTlCl3,62,P20119561-6,energy gap,eV,5.5
62352,132916,SmAl3[BO3]4,155,P20119563-6,energy gap,eV,4.6
62353,132917,PrAl3[BO3]4,155,P20119562-6,energy gap,eV,4.6
62354,132918,TbAl3[BO3]4,155,P20119564-6,energy gap,eV,4.6
62355,132919,ErAl3[BO3]4,155,P20119566-6,energy gap,eV,4.8
62356,132920,DyAl3[BO3]4,155,P20119565-6,energy gap,eV,4.6
62357,132922,TlTm[MoO4]2,62,P20119568-6,energy gap,eV,4.6
62358,132924,TlLu[MoO4]2,62,P20119570-6,energy gap,eV,4.8
62359,132925,TlEr[MoO4]2,60,P20119567-6,energy gap,eV,4.8
62360,132932,Cu0.5Zr2[AsO4]3,167,P20119578-6,energy gap,eV,4.3
62361,132936,GdSbO4,2,P20119584-6,energy gap,eV,5.0
62362,132938,TbSbO4,2,P20119585-6,energy gap,eV,4.6
62363,132939,SmSbO4,2,P20119582-6,energy gap,eV,4.6
62364,132940,HoSbO4,2,P20119587-6,energy gap,eV,4.5
62365,132941,DySbO4,2,P20119586-6,energy gap,eV,4.6
62366,132942,LuSbO4,2,P20119591-6,energy gap,eV,4.4
62367,132943,ErSbO4,2,P20119588-6,energy gap,eV,4.4
62368,132944,YbSbO4,2,P20119590-6,energy gap,eV,4.4
62369,132945,TmSbO4,2,P20119589-6,energy gap,eV,4.3
62370,132946,YSbO4,2,P20119592-6,energy gap,eV,4.5
62371,132948,ZnGa1.9In0.1O4,227,P20119594-6,energy gap,eV,4.2
62372,132959,Co[PO3F][H2O]3,2,P20119600-6,energy gap,eV,5.1
62373,132960,CsLiP2O6,43,P20119602-6,energy gap,eV,5.1
62374,132961,[NH4]4CoP6O18[H2O]4,14,P20119601-6,energy gap,eV,5.1
62375,132962,RbBi[Cr2O7]2,14,P20119603-6,energy gap,eV,4.8
62376,132963,In7Sn2.5S13,12,P20119604-6,energy gap,eV,1.5
62377,132964,KGaS2,9,P20119605-6,energy gap,eV,4.3
62378,132966,Eu2[PHO3]3,12,P20119606-6,energy gap,eV,4.8
62379,132968,Tm[OH]1.35F1.65,176,P20119611-6,energy gap,eV,5.5
62380,132969,Lu[OH]1.39F1.61,176,P20119609-6,energy gap,eV,5.6
62381,132970,Yb[OH]1.35F1.65,176,P20119610-6,energy gap,eV,4.9
62382,132971,Er[OH]1.35F1.65,176,P20119612-6,energy gap,eV,5.1
62383,132972,Dy[OH]1.35F1.65,176,P20119614-6,energy gap,eV,4.9
62384,132973,Ho[OH]1.35F1.65,176,P20119613-6,energy gap,eV,5.0
62385,132974,Sm[OH]1.35F1.65,176,P20119616-6,energy gap,eV,5.4
62386,132975,Nd[OH]1.5F1.5,176,P20119617-6,energy gap,eV,6.0
62387,132978,Tb[OH]1.35F1.65,176,P20119615-6,energy gap,eV,5.4
62388,132982,Li0.9V5.1W0.9O15,12,P20119618-6,energy gap,eV,4.0
62389,132984,K2[S5O16],60,P20119620-6,energy gap,eV,5.1
62390,132985,SrSe2O5,2,P20119621-6,energy gap,eV,4.7
62391,132986,CsCa[N3]3[H2O],2,P20119624-6,energy gap,eV,5.5
62392,132987,PbAs2O4,14,P20119628-6,energy gap,eV,5.4
62393,132988,H2Sr2Cu[SeO3]4,2,P20119626-6,energy gap,eV,4.3
62394,132989,Sr2Cu[SeO3]3,2,P20119625-6,energy gap,eV,4.7
62395,132991,Pb46Bi54S127,11,P20119629-6,energy gap,eV,5.2
62396,132994,Er2Pd2.15Si0.85,58,P20119632-6,energy gap,eV,3.2
62397,132995,Tl3Al13S21,8,P20119631-6,energy gap,eV,4.6
62398,132997,Tm2Pd2Si,58,P20119635-6,energy gap,eV,3.3
62399,132998,Nd6Ni7Si4,57,P20119638-6,energy gap,eV,4.1
62400,133000,Pr6Ni7Si4,57,P20119637-6,energy gap,eV,3.5
62401,133002,In8Pb1.6Bi4S19,12,P20119639-6,energy gap,eV,4.9
62402,133003,Pr15Ni7Si10,176,P20119640-5,energy gap,eV,3.7
62403,133009,In2Pb4Bi4S13,55,P20119647-6,energy gap,eV,4.9
62404,133011,Lu5Co4Si14,14,P20119648-6,energy gap,eV,3.9
62405,133013,Mo6SnS7.9O0.1,148,P20119652-6,energy gap,eV,3.7
62406,133014,In3Pb4Bi7S18,11,P20119651-6,energy gap,eV,5.1
62407,133015,YRh3Si2,74,P20119654-6,energy gap,eV,3.5
62408,133016,ErRh3Si2,74,P20119653-6,energy gap,eV,3.2
62409,133018,YIr2Si,194,P20119656-6,energy gap,eV,3.6
62410,133020,Y4Rh9Ge5,166,P20119660-6,energy gap,eV,1.0
62411,133023,Er4Rh9Ge5,166,P20119662-6,energy gap,eV,0.8
62412,133027,Ta0.90Mn0.10N0.84,187,P20119664-6,energy gap,eV,3.3
62413,133032,Cs2Te2O5,61,P20119667-6,energy gap,eV,4.9
62414,133033,BaBi2S4,176,P20119668-6,energy gap,eV,4.5
62415,133035,BaBi2S4,176,P20119669-6,energy gap,eV,4.9
62416,133036,Cs0.6Cr3F9,193,P20119673-6,energy gap,eV,4.8
62417,133041,Nb0.33Ni0.67OF,136,P20119674-6,energy gap,eV,4.6
62418,133045,Na1.2V4.8W1.2O15,12,P20119678-6,energy gap,eV,4.0
62419,133046,U[BO3]2,15,P20119680-6,energy gap,eV,4.5
62420,133047,KCu[PO4][H2O],14,P20119679-6,energy gap,eV,4.4
62421,133048,Al2Te4O11,14,P20119681-6,energy gap,eV,5.4
62422,133049,Li2CdP4O12,62,P20119682-6,energy gap,eV,4.9
62423,133050,Sb2[SO4]3,14,P20119684-6,energy gap,eV,5.5
62424,133051,HNd[PHO3]2[H2O]2,19,P20119685-6,energy gap,eV,4.4
62425,133052,Th[NO3]4[H2O]4,14,P20119688-6,energy gap,eV,5.2
62426,133053,Rb4CoP6O18[H2O]6,12,P20119686-6,energy gap,eV,4.9
62427,133055,Ca[UO2]2[BO3]2,5,P20119690-6,energy gap,eV,3.6
62428,133057,H6Zn3[PHO3]6[H2O],148,P20119692-6,energy gap,eV,4.9
62429,133058,TlBi[Cr2O7]2,14,P20119694-6,energy gap,eV,4.8
62430,133060,[NH4]Bi[Cr2O7]2,14,P20119695-6,energy gap,eV,4.8
62431,133061,K9U6BiO24,221,P20119698-6,energy gap,eV,3.6
62432,133062,K4Th[MoO4]4,88,P20119696-6,energy gap,eV,4.4
62433,133063,Mg[UO2]2[AsO4]2[H2O]4,12,P20119697-6,energy gap,eV,4.0
62434,133064,Na3CuP3O10[H2O]12,14,P20119699-6,energy gap,eV,4.8
62435,133065,Na3Sb3[PO4]2O6,14,P20119701-6,energy gap,eV,4.6
62436,133066,H3La[PHO3]3[H2O],2,P20119704-6,energy gap,eV,5.0
62437,133068,H2NaAs3O9,2,P20119702-6,energy gap,eV,4.9
62438,133069,Na3Sb3[AsO4]2O6,14,P20119700-6,energy gap,eV,4.6
62439,133071,Tl3Ga9S13O2,174,P20119706-6,energy gap,eV,4.8
62440,133072,Ce[SeO3]2,14,P20119705-6,energy gap,eV,5.3
62441,133074,H2K2[P2O7],2,P20119708-6,energy gap,eV,4.4
62442,133075,UEr2S3O2,139,P20119710-6,energy gap,eV,4.1
62443,133076,Cs[UO2]NbO4,14,P20119709-5,energy gap,eV,4.4
62444,133077,NaAl1.5As0.5[As2O7]2,2,P20119711-6,energy gap,eV,4.5
62445,133078,Li3In2[PO4]3,14,P20119716-6,energy gap,eV,5.1
62446,133079,UNi7B4O16,58,P20119712-6,energy gap,eV,5.1
62447,133081,NaBaP3O9[H2O]3,2,P20119715-6,energy gap,eV,4.1
62448,133082,Na3[PO4][H2O]8,2,P20119713-6,energy gap,eV,4.7
62449,133084,Na2SrP4O12,125,P20119720-6,energy gap,eV,4.7
62450,133085,Cd[NO3][OH],19,P20119719-6,energy gap,eV,5.1
62451,133086,Cu4[UO2][SeO3]2[OH]6,31,P20119722-6,energy gap,eV,4.7
62452,133087,K6Ru2[C2O4]6[H2O]9,2,P20119721-6,energy gap,eV,4.3
62453,133089,La3GaS5O,62,P20119723-6,energy gap,eV,5.0
62454,133090,K8Th[MoO4]6,2,P20119725-6,energy gap,eV,4.5
62455,133091,Na2AlBAs4O14,14,P20119726-6,energy gap,eV,5.0
62456,133092,H2Na3As3O10,15,P20119727-6,energy gap,eV,4.8
62457,133093,Na0.67Mo0.72Co0.5[MoO4]3,167,P20119729-6,energy gap,eV,4.2
62458,133094,[NH4]6P6TeO18[OH]6,148,P20119728-6,energy gap,eV,4.6
62459,133095,Cu5[UO2]2Pb2[SeO3]6[OH]6[H2O]2,2,P20119730-6,energy gap,eV,5.0
62460,133098,HSr[PO4],2,P20119732-6,energy gap,eV,5.2
62461,133098,SrP2O6[H2O]3,2,P20130264-6,energy gap,eV,4.6
62462,133099,H3[NH4]3W6O21[H2O]5,2,P20119733-6,energy gap,eV,4.1
62463,133100,[VO][SO4][H2O]5,14,P20119734-6,energy gap,eV,4.3
62464,133101,[NH4]Te2O5[OH],62,P20119736-6,energy gap,eV,5.7
62465,133103,CuAl[SO4]2Cl[H2O]14,2,P20119737-6,energy gap,eV,4.2
62466,133104,Na3ZnTh6F29,150,P20119738-6,energy gap,eV,6.0
62467,133105,Ba[Cr2O7],15,P20119739-6,energy gap,eV,5.6
62468,133108,H2[NH4]4[PO4]2Te[OH]6,2,P20119743-6,energy gap,eV,5.7
62469,133109,Ag2[CO3],11,P20119742-6,energy gap,eV,3.9
62470,133110,Na2[H3O][PO4]Te[OH]6,173,P20119744-6,energy gap,eV,5.0
62471,133112,[NH4]2SiP4O13,2,P20119747-6,energy gap,eV,5.1
