,phase,predicted bg eV,true bg eV
35689,Te Tl U,4.065717359938177,1.8
26921,Eu Ir O,4.527973359357233,4.0
21471,Na O Os,4.5120876897646145,4.7
1185,Co O Pr,4.505358694942094,4.6
4158,Al Cr Ge,4.058988365115656,3.8
30742,Cu Ge Mg S,4.06742120315482,4.1
40429,Bi Br H K O,5.120702712888002,5.4
23133,Cs F Ho Na,5.602198165048485,5.2
14065,Ba Co Gd Nd O Sr,4.065717359938177,4.0
21797,Ca K La Mn O,4.081432036311719,3.7
3644,Cu S V,4.489644018568552,4.5
9634,Fe S Sr Ta,4.489644018568552,4.6
13747,B La N Ni,4.522350470486193,3.8
5254,Hf Nb Si,4.062215674286633,3.3
33380,Ag Mn O Sr V,4.527973359357233,4.2
12834,Ce Pb Y,4.065717359938177,3.7
20932,Cl H K N O Os,5.142864826529607,5.4
9193,Ce Os,4.065717359938177,4.3
2954,Er Ni P,4.522350470486193,3.4
22644,La Mn O Te,4.527973359357233,3.6
23522,H Nb S,4.527973359357233,4.4
14210,H Na O Si Zr,4.527973359357233,5.2
2056,Be Cs F,5.126823544396498,6.5
7321,H K Mn O P,4.089864874350884,5.5
32359,Ba Cr H O,4.527973359357233,3.9
5127,B Ga Na O,4.06742120315482,5.2
24760,Ba O Pr V,4.5120876897646145,3.9
10652,Al Ce Cu Ni,4.058988365115656,3.5
20702,H Mo Na O Tl U,4.074150197977342,4.2
16497,Ba Cl F Fe Ni,5.12999836913152,5.8
22845,As Fe Nd O Rh,4.070648512325796,4.3
13987,F Sb Te,5.6979489592321615,6.0
12605,Cs H N O S,4.55660117805618,5.4
31436,Mn Na Ni O Zn,4.070952364673849,3.0
38633,Al Co Gd La Mn Nd Ni Pr,4.058988365115656,3.7
38656,Ca F Rb Zr,5.589374286598636,6.1
35093,Be O Pb Si,4.537413771313109,5.0
40030,Ba Ca Mg Si,4.069248521457205,4.7
30813,C H I N O S Yb,5.113320634225607,5.0
25856,K O U W,4.5120876897646145,4.7
1773,Mg O Zr,4.508586004113071,3.3
15681,F Ge K Na,5.529477097363126,6.2
18294,Ga Ge N Sr,4.528838195428608,4.1
4172,Er N,4.077930350660176,4.5
17147,Cl Mo O Tb,5.216606471051572,4.1
39676,Mn O Ru W,4.505358694942094,3.4
40426,Ba Ce Fe H Na O Si Ti,4.074150197977342,4.7
301,Bi Se,4.496373013391072,5.3
22758,Bi Ce Cu Gd O Sr,4.065717359938177,3.4
4365,As Cu Li,4.062215674286633,3.6
13310,Ga Ni O Si,4.527973359357233,4.4
25069,Ca O S Si,4.537413771313109,5.1
19581,Ce Mo O Yb,4.527973359357233,4.3
33581,Ba Dy O Pt,4.527973359357233,5.2
16406,B Co F O,5.126823544396498,4.9
29345,As Ca Cu,4.065746835805662,4.3
8611,S Ta Zn,4.062215674286633,4.0
5268,Co Ge U,4.058988365115656,3.8
11569,Al Br Na O Si,4.975291506062292,5.3
38814,As Ba Fe O Sc,4.08636318869934,4.5
19068,Cu Sb V,4.058988365115656,3.6
26623,Cr H Na O S,4.536834847924909,5.0
32702,O Ta Th,4.065717359938177,5.5
13711,Be Cl I Zr,5.578612463882035,5.0
1975,Ga Sb Se,4.534461084299648,4.9
31593,Ba Ce Fe O Sm,4.074150197977342,3.8
18232,Ca H K Na O Si Sn,4.534229944411796,4.5
38921,Fe Gd O Ta,4.527973359357233,4.0
3090,Bi Cr O,4.527973359357233,5.4
23748,Cd Hg O S,4.527973359357233,5.0
35017,Cl F Yb,5.7124979125002735,6.2
7276,Ba Ca Cu O Y,4.07768135949637,4.6
17931,Cd Cs Ho Te,4.08636318869934,4.9
21722,Ba Ca Ni O Sm,4.07768135949637,3.1
2709,Be Cl K,5.709061374311116,6.3
24219,Ga In Sr,4.058988365115656,4.5
39819,Bi Ce Sb Y,4.522350470486193,5.1
19109,Ba K Li Na Nb O Ti,4.081432036311719,4.1
31693,Ba C H N O Pt,4.534461084299648,4.2
23914,Cs P S V,4.534461084299648,4.6
37911,Au Ba Sn,4.0747030414892,3.8
25246,Ba La O Ru,4.527973359357233,4.2
11557,Ba Fe Nb O,4.074150197977342,4.7
23240,Au Pr Sn,4.058988365115656,4.5
22606,Lu Nd Ni O,4.070648512325796,3.4
32450,Al As H K O,4.534461084299648,5.0
25753,C H K N O Pt S,4.536834847924909,4.8
35563,Pt Sb Sm,4.058988365115656,3.6
29314,Ba Ca Cu O Sm Sr,4.07768135949637,3.8
21358,Cu H O Pb S,4.562311629645546,4.9
28479,Ag Al K O Si,4.06742120315482,4.4
32214,Ba N Ta,4.081432036311719,4.5
33568,Cd Cu H N O,4.527973359357233,4.8
29439,Cl H Mn N O,5.234644948548978,4.7
18468,As F H Tl,5.441822770328339,6.1
18207,Ag Ge S Tb,4.534461084299648,4.2
14318,Cl Os Se,5.517766784782786,5.8
9007,Ni O Rb S,4.509147902164427,4.4
7261,C H N O P S Y,4.55660117805618,4.6
31889,Cl Cs Sr Ta,5.716608338773897,6.8
2808,Ge O Tl,4.5114881327380765,5.5
32949,Cl H O Re,5.653717762207406,5.2
2504,Cs F Mn,5.679749442122709,6.6
2583,Al Mn Ti,4.058988365115656,3.2
17630,Al As Cl S,5.133311269338913,5.8
6673,F S Yb,5.692821541925403,5.6
33343,Li Mg Si Sr,4.062215674286633,4.5
8183,Cd Cu Ge Se,4.070648512325796,4.9
15657,Ba Ga O Si Ta,4.527973359357233,4.8
27391,O Pr Si V Zn,4.065717359938177,5.3
16163,Ca Co Cr Fe La O,4.065717359938177,3.0
13298,Br Cl K W,5.374304904548689,6.0
38611,Ba Ca Cu Dy La O,4.069248521457205,2.9
32373,K Pt Si,4.065717359938177,3.0
14052,Ge O Tb Zr,4.508586004113071,4.9
35548,Au Ce P,4.522350470486193,4.0
10854,Al Mn S,4.527973359357233,3.2
19846,Cl H Ir N Re,5.268572270575584,4.5
17582,B H O P Rb,4.562311629645546,5.1
30641,Gd In O Y,4.527973359357233,4.2
6850,Ca Fe O Ti,4.527973359357233,4.6
36239,Se Ta Zr,4.062215674286633,4.4
17962,Cl Pr Ru,5.856637539192881,5.2
12954,Al Br H N,5.282379287812984,5.8
11287,Bi Mo O Sc,4.527973359357233,4.6
22358,Ge Sm Sn,4.062215674286633,4.5
28743,F H Mg O P,5.24077294892636,4.6
20655,C Cd Mg O,4.06742120315482,3.7
27022,Cs H Li O Si Zn,4.536834847924909,5.3
10630,Au Dy Pb,4.522350470486193,4.3
10162,Cu Ho Tl,4.058988365115656,3.9
5174,Lu Te,4.595639133984711,5.5
22737,As Li O Si,4.527973359357233,4.9
23941,Ca Fe H O Si,4.527973359357233,4.3
18747,Fe Nd O Ru Sr,4.527973359357233,4.8
13030,Cl Cs I Mo,5.614986710352014,6.0
37185,Bi Fe O Pr Sb,4.527973359357233,4.5
10905,B Os V,4.058988365115656,3.4
17827,C H O Re,4.552208182408266,5.1
20029,Ir Si Th,4.058988365115656,3.9
35510,B Be Mg Rh,4.058988365115656,3.4
24996,H La O V,4.527973359357233,5.0
31966,Cl O Pr S,5.255432437274453,5.7
30327,Al Fe O Y,4.527973359357233,4.3
30606,Br H I O Pb,5.268621471267633,5.8
17544,B Li O Sr,4.527973359357233,5.4
35127,Ca Cr Cu O Pb Sr Y,4.074150197977342,4.0
16298,H K O S Zr,4.527973359357233,4.6
6225,Cd Nd O Ta Ti,4.527973359357233,4.2
29587,I Li O Ti,5.569339844063616,5.9
15858,Co F Li Mn O,4.975291506062292,5.3
1974,Ga I Te,5.64747985479232,5.5
34905,F Nd O,5.513100556512104,5.5
5079,Ba Na O Si,4.527973359357233,5.0
7635,Co O S,4.537413771313109,4.8
15442,Ca H O Si U,4.554813085921378,4.4
28836,Ag Br Cl Hg S,5.129329541835031,5.0
38068,Fe Ge Ho Sn,4.058988365115656,3.7
19684,Cu Pb S Sb,4.534461084299648,5.2
36439,Ba Nb O Pb Sc,4.527973359357233,4.0
6979,Co Mo O W,4.527973359357233,3.7
3594,Co Sm Y,4.058988365115656,3.8
36749,Ba Bi In O Sb,4.5016625594163635,4.4
1238,Dy Zn,4.062215674286633,3.4
20924,H K N O Os,4.526994101303023,4.5
25800,C Ir O,4.527973359357233,4.7
10626,Au Pb Pr,4.058988365115656,3.9
21673,Mn O Sm Y,4.505358694942094,4.1
2046,As Eu,4.065746835805662,4.6
32092,Bi Br O Pr,5.582554356358536,5.5
15775,H Ti V W,4.065717359938177,4.3
26670,O Rb Sc Ti,4.081432036311719,3.8
7507,Ge Nd Se,4.527973359357233,4.4
27378,Ba Cu O P Ti,4.527973359357233,4.6
33435,H O S Ti,4.537413771313109,5.0
22685,Au Cd Ce,4.058988365115656,4.6
1947,Cu Ni Ti,4.058988365115656,3.0
29508,Cl Cu P S,5.207245374631241,4.9
37526,C K N Se,4.526994101303023,5.1
23143,Bi Ca Cu O Pb Sr V,4.07768135949637,4.6
15141,C Cu H N,4.527973359357233,4.6
9364,Cd Eu Ge,4.065746835805662,3.5
23411,I N,5.7231696041038,4.9
30938,As Gd Mn Zn,4.062215674286633,3.1
14093,Ce F S Sr,5.5939722565040935,4.1
2067,Br Cl Na,5.70901304699469,4.3
21586,As Co Cu H O,4.070648512325796,5.1
40105,Ba Co La Ni O,4.065717359938177,4.4
4698,Ca H O P,4.562311629645546,5.4
13834,Bi C Co H N O,4.074150197977342,4.2
37925,Cu Er O Ti,4.527973359357233,3.9
27657,Ni O Pb Te,4.537413771313109,4.6
27900,As Cu Ge In Se,4.062215674286633,4.7
16436,Ce La P Rh,4.522350470486193,3.4
27478,As F La O Rh,4.990715623515316,4.8
17698,Ag H N Na Ni O S,4.553996274543067,4.6
10342,Au Ga Pr,4.058988365115656,3.3
25805,F Sb Se Te,5.225623389772433,5.8
544,Th U,4.062215674286633,4.3
6607,O Pb Ti W,4.065717359938177,4.9
18750,B H K Mn O P,4.526731400687629,4.9
14951,Ba Ca O Ti Zr,4.527973359357233,4.7
13749,As Fe H O Si Zn,4.527973359357233,4.0
13777,Br H Ir N,5.630457758289632,6.2
5368,Cu Ge Sm,4.058988365115656,4.1
8511,F Np Tl,5.841623418128113,5.1
19690,B Ca O Si,4.527973359357233,5.0
30746,Ce La Na O Ti,4.07768135949637,3.2
30151,C Co H N O Pd,4.527973359357233,4.1
29169,In Ir Sr,4.062215674286633,4.1
33467,Ba H O Rb Sb,4.559706726132433,5.5
17704,Al Br H Na O Si,5.032998555171017,5.3
32679,I In Na,5.750265873892903,5.9
8540,K O P Tm,4.537413771313109,4.8
20748,Cr K O S,4.527973359357233,5.2
35507,C H N Nb O S,4.5464977308189,4.9
35750,B C Cs F N O,4.06742120315482,5.9
36520,Gd N Nb O,4.08636318869934,3.1
31812,Bi Rb Se,4.527973359357233,4.7
15799,Ce Ge Mn Tb,4.065717359938177,3.5
21504,Ni Tb Te,4.793725469866164,4.2
25666,F N S Sb,5.293087767128053,5.6
26684,Bi N O Th,4.534461084299648,3.8
18130,Ce H Na O W,4.536834847924909,4.9
20115,Ba Ca O Sr Ti,4.527973359357233,3.4
7350,H O Tb,4.5120876897646145,4.6
24678,Bi O Ta Tl,4.5120876897646145,5.0
4202,Ga Pd Zn,4.058988365115656,2.8
2765,Dy O W,4.508586004113071,5.0
6693,Gd I S,5.64747985479232,5.1
1827,Al O,4.505358694942094,5.3
13665,Cl Cs Nb V,5.717219445014456,5.8
28394,Cu P Tb,4.058988365115656,1.5
10831,Ge H Rb,4.526731400687629,1.5
19150,C Cs H N O,4.527973359357233,5.2
10593,Ba N Ni,4.081432036311719,3.9
15317,Ca Ce Cr Mn O,4.065717359938177,4.7
13604,Al Au Pr,4.058988365115656,3.4
14870,Cl Co H Mo O P,4.910545439920382,4.5
7973,H O Pr W,4.5120876897646145,4.4
6582,O V W Y,4.065717359938177,4.6
40321,C Fe Lu N,4.058988365115656,4.5
17207,Ba Cu Gd Se,4.074150197977342,4.9
39555,Br Co Tl,5.819747852313267,6.2
23786,As H Ni O U,4.536834847924909,5.4
10421,Gd Ge K S,4.070648512325796,4.4
3316,Co Pu,4.058988365115656,3.9
8804,Eu Nd Se,4.527973359357233,5.0
12895,Ge Mn O Zn,4.527973359357233,4.3
8241,La Ni O W,4.527973359357233,3.9
11845,Cs F Fe Li,5.602198165048485,4.6
38172,B H Na O P Zn,4.536834847924909,4.6
24838,Cr La Pb,4.522350470486193,4.7
32204,P S Tb,4.492871327739529,4.4
37421,B K O P Zn,4.527973359357233,4.4
22775,Ag As Pr Zn,4.058988365115656,3.3
3552,Co Fe Sn,4.058988365115656,3.9
3479,Rb Se,4.496373013391072,5.6
38378,C N O Tm,4.534461084299648,4.7
25943,Ba C Cl H O,5.133311269338913,5.4
36332,O Pd Zn,4.065717359938177,3.9
15838,H O Sr U V,4.5120876897646145,4.8
37224,Li Nd O S,4.527973359357233,4.4
12905,C O Rb Sm,4.505358694942094,4.3
7389,Dy Fe N V,4.522350470486193,3.1
20835,Ba Cl Cu Nb O Pb,4.902287042068769,4.3
26890,Ba Cl O Tl,5.441822770328339,5.7
2424,Ca F Nd,5.668862978049122,5.0
13647,C H Mo N O Si,4.536834847924909,5.1
5348,In S Tm,4.492871327739529,3.9
13939,Hg K N O,4.526994101303023,4.8
21712,Ba O Pd Sm,4.5120876897646145,4.9
25203,Ce Cu O Pb Sm Sr,4.527973359357233,4.3
16858,Cr F Gd Ni O,4.975291506062292,5.1
426,In Rb,4.077930350660176,4.2
40035,Bi I K,5.699002338533921,5.7
23437,Br Pt,5.8414355072822,5.8
17727,K Li O Ru,4.527973359357233,3.7
31674,B Ba F Li Na O,5.126823544396498,5.3
32294,Br C F O,5.19876552879618,5.9
31116,Al Bi Cr Ga O,4.488242228746504,4.8
37885,Cs Fe H O Se,4.527973359357233,4.5
24328,Hf Li O Zn,4.527973359357233,4.6
1462,S Tl,4.062215674286633,5.3
24382,Be Fe Na O Sc Si,4.06742120315482,4.7
13146,Na O Se Tm,4.537413771313109,5.0
30820,Co H N O Re,4.55660117805618,5.1
33347,Cu Pr Se Sr,4.527973359357233,4.5
35013,Br Eu F,5.515730521662817,6.3
14022,As C F H O,5.133311269338913,5.6
17507,As Ca Cl Cu H Na O,5.126823544396498,4.5
26950,F H O W,5.653717762207406,5.4
32514,Al Cl Na O S,4.975291506062292,5.6
6798,Ce F Tl,5.6791906229113245,6.8
14063,Ca Co La Nd O Sr,4.065717359938177,3.3
21404,Gd Ir Mg O,4.070648512325796,3.9
21036,Li Na S Ti,4.527973359357233,4.8
39341,Ca Hg Sn,4.065717359938177,3.9
26565,C H N O Pd S,4.55660117805618,4.6
35336,Bi Cu Fe Pb S Sb,4.065717359938177,5.2
9282,Sc Se,4.492871327739529,5.6
9283,Gd O,4.508586004113071,4.2
20064,Cr Na O P Ti,4.527973359357233,4.7
27697,Ba Cu Fe O Sm,4.074150197977342,3.4
16517,Bi Cu Hg O Pr Sr,4.074150197977342,4.5
16664,Ca Cu Mg O V,4.074150197977342,3.9
15341,Al Ba C Li N,4.0747030414892,4.2
26277,C Cr Pr Si,4.058988365115656,3.2
11987,Ca Nb O Sc,4.527973359357233,4.0
21734,O Rh Sr Zn,4.065717359938177,3.7
22504,Be O P Pb,4.537413771313109,4.8
35794,H In Na O S,4.074150197977342,4.8
23207,Al B Fe H Mg Na O Si,4.06742120315482,5.2
13541,O Sr Te U,4.793725469866164,4.8
24391,Bi K Te,4.793725469866164,4.7
39552,C Co Cs N,4.058988365115656,4.4
20954,Fe Ni O P,4.527973359357233,4.6
35911,Ge La Ti,4.065746835805662,3.5
3807,Re Sc Si,4.058988365115656,4.6
16991,B Co Er Nd O Sr,4.058988365115656,4.1
19462,Ge Ni Pd Sr,4.062215674286633,2.9
22973,Bi Cu La S,4.074150197977342,4.2
20959,Ag C F H N,5.133311269338913,4.0
40567,As Ga Ge,4.062215674286633,4.5
36980,Br O Tm W,5.25865274192524,5.0
2441,Cl Cs Sn,5.9679472799614235,5.8
37314,La Mo O Tl,4.527973359357233,4.7
4437,K S Sb,4.537413771313109,5.2
19449,B Dy O W,4.527973359357233,3.9
8202,Li O Te V,4.803165881822041,5.2
1961,F In Li,5.7590646004076405,6.3
11460,Ag Nb O Tl,4.527973359357233,4.4
37259,Cu Ge Mn Te,4.06742120315482,4.3
7767,Gd O Ta Ti,4.508586004113071,4.3
34304,B O P V,4.537413771313109,4.8
37407,C Co H N O Re Se,4.527973359357233,4.6
20458,Cl O Sn,5.688466221703666,5.9
36400,F H Mo Na O Rb,5.1404082721237945,4.2
39530,C Cr N Zn,4.522350470486193,4.1
25105,Mo Np Si,4.058988365115656,4.0
9780,Cd Se Sn Te,4.499562663586868,5.4
24173,Cr H N O Te,4.55660117805618,4.6
22525,Ca Co F Na,5.126823544396498,5.2
31356,C Cl F H O P Pt,4.982713236410649,5.1
3138,In Mn Y,4.062215674286633,4.1
20947,H K O Ru S,4.527973359357233,4.5
17075,B Ba O Pr Sc,4.527973359357233,4.7
21823,Co Li Na O,4.06742120315482,4.1
18527,Cd N Na O,4.08636318869934,4.7
549,Au Sb,4.058988365115656,4.7
34957,H K Rb Si,4.081432036311719,2.9
28600,Cu Ir O Sr,4.527973359357233,4.2
26194,Ag Rb S Ta,4.527973359357233,2.8
8730,Cr S Ti,4.489644018568552,4.6
38629,Gd H O Si,4.554813085921378,4.5
34995,C Cs I W,5.126823544396498,6.6
39106,Bi Fe O Pb Sc Ti,4.527973359357233,5.0
1982,Ge Sc Y,4.062215674286633,4.0
13031,Cl Cs I W,5.597402486794202,5.9
9886,Ni Rb S,4.527973359357233,5.4
11781,Fe H Tb Ti,4.526731400687629,3.5
2845,O Tb Th,4.065717359938177,4.1
23241,Au Nd Sn,4.058988365115656,4.3
10447,C Co Th,4.058988365115656,3.5
13813,As Ca F Xe,5.126823544396498,5.9
13895,Cu La O V,4.527973359357233,4.9
12740,Ca H Nb O,4.536834847924909,4.3
12635,O Pb Sn Ti,4.065717359938177,5.2
34084,Cs F Nb O Zn,5.033755966054053,4.5
13615,B Si Tm,4.058988365115656,3.6
35795,Mn Na O Si Ti,4.527973359357233,4.2
11831,Cu Ge In Se,4.06742120315482,4.9
8605,Dy Nb O Pb,4.527973359357233,4.2
1718,Fe O Si,4.5082608235671,5.3
22114,Ga Si Sm,4.058988365115656,3.9
24074,Lu O Sc V,4.508586004113071,4.5
23414,N Se,4.496373013391072,5.2
35719,Cl Lu Nb O,5.3024677838718155,5.3
19942,Ca Mn P,4.522350470486193,4.7
3011,Mo Ni Re,4.058988365115656,3.3
190,Mn Te,4.595639133984711,5.5
1467,Be Ni,4.058988365115656,4.6
16535,O P Sb Y,4.528838195428608,4.6
6301,La S Zr,4.496373013391072,3.6
286,S Sm,4.062215674286633,4.3
2276,Er F Ho,5.65880394227193,6.5
7634,Cl Cs Mo O,5.670310514943224,5.2
28378,Cd La O P,4.527973359357233,3.6
15177,In Mg S,4.527973359357233,4.2
29274,Co Ga Gd Ge,4.058988365115656,2.8
27767,Bi Cl K N O,4.986432012671408,5.8
6400,Gd O Tl V,4.5114881327380765,3.9
9277,Tl Zr,4.062215674286633,3.7
22203,O Sc Si Sr,4.065717359938177,5.1
35888,B H N O P V,4.55660117805618,4.9
30060,H N O Pd Rh,4.534461084299648,5.3
38904,Co F Fe Li O S,4.902287042068769,4.7
6455,Cr S Tm,4.489644018568552,4.6
38755,Na Nb O Sr Zr,4.527973359357233,3.7
39745,C Cl Cu H K Li O Ru,4.851675352809879,4.3
2101,Cr Fe O,4.527973359357233,4.8
23665,Cu Er Fe O Sr,4.06742120315482,4.3
30339,Mn Ni Sb Sn,4.522350470486193,3.5
33667,Be I Li O P,4.982053861897558,4.2
35220,Al Br Ge Na O Si,4.8943497041805735,4.1
4069,B Gd Ni,4.058988365115656,3.6
6248,Cd Fe Nb O Yb,4.070648512325796,4.3
27687,Cu La O Pr Sr,4.527973359357233,4.4
30586,Ba Ce O Si Y,4.527973359357233,4.9
22684,Au Mg Y,4.058988365115656,4.4
24539,B Ca F O,5.126823544396498,5.4
17111,F Ga H K O P,4.988692891634128,4.8
12654,Ce Cu Nd O Sr Zn,4.074150197977342,3.5
6504,H O Se Sm,4.537413771313109,5.2
15515,H K Mo O,4.089864874350884,5.1
8125,Al Mo O W,4.527973359357233,4.4
37368,Al Cl Cu H O S,4.902287042068769,4.2
25356,Co H O W,4.552208182408266,4.9
29626,C F H N S Si,5.039760911006283,5.0
20758,Cd La Pd,4.065746835805662,4.5
38127,Ce I N O,5.282379287812984,5.9
30605,Cl Ge O Pb,5.220568805079306,5.1
14279,Pt S Sb,4.537413771313109,4.0
472,Ag Gd,4.058988365115656,3.3
26887,Nb O Rb Te Tl,4.509147902164427,4.6
6495,Cr H K Ni O,4.526731400687629,4.4
37425,Cr Dy O Sr,4.527973359357233,5.3
26105,N O Pr Rb,4.5120876897646145,5.4
461,Se V,4.062215674286633,5.0
23198,Cu H O S Se,4.562311629645546,4.8
26998,Ag As Rb Se,4.06742120315482,4.6
15178,In Mn S,4.527973359357233,4.7
9138,Li Np O,4.527973359357233,4.7
11538,Er Nb O Pb Ti,4.527973359357233,4.5
19387,Fe Sb Se Sn,4.534461084299648,4.7
4854,Nd O,4.5120876897646145,5.3
19012,Bi Fe O Tm,4.527973359357233,5.2
40166,B Li O Sm Sr,4.527973359357233,4.1
13841,Cl Co H Hg N O,4.922784898432005,5.5
22383,C H Ho K N O W,4.534229944411796,3.6
21578,As La Zn,4.065746835805662,4.4
35343,Ag Au Cl Cs,5.126823544396498,6.4
5553,Eu S Sm,4.496373013391072,5.0
16524,In O Zn,4.508586004113071,4.9
33386,Ba Nd O Pt Zn,4.527973359357233,4.4
29497,Ce Pd Rh,4.065717359938177,4.3
23179,Dy Gd Ge,4.062215674286633,3.9
30570,Ba H Ni O,4.536834847924909,4.7
33153,Au Bi F,5.129507345025749,5.8
8016,Cr Cs Eu Mo O,4.0747030414892,3.8
22979,In Na S Si,4.527973359357233,4.2
9067,Ba Ce O U,4.527973359357233,4.2
3963,As Ce S,4.527973359357233,5.0
25995,Ba Ca Cu O Pr Tl,4.07768135949637,3.2
11392,O Rb S Tb W,4.527973359357233,4.7
23825,Ba H I Mo O,5.103217186988328,5.4
6108,Sm Te U,4.5930734732609615,5.9
35298,Cl K Lu Nb,5.748189748827994,5.8
12783,H Na Nb O W,4.07768135949637,3.5
23810,Ca Na O Rh,4.527973359357233,3.7
5038,Br Ca H O,5.3419640478991655,5.1
12413,Ga La Mn S,4.070952364673849,4.7
34541,Nb Nd O Yb,4.527973359357233,4.5
6179,K O Pr W,4.5120876897646145,5.0
30851,Ga Nd Ni Se,4.06742120315482,4.5
23743,In Mg Pr,4.062215674286633,3.6
22099,Al La Pt,4.062519526634685,3.5
1060,B Fe Pr,4.058988365115656,3.1
25651,Br Co Pr,5.8312915039139375,6.2
7587,Ag Nd Se,4.527973359357233,4.1
10318,C Cr Tm,4.058988365115656,3.6
30486,Ca Ce F Li,5.126823544396498,6.0
13581,Cu Ho K S,4.06742120315482,4.8
38001,Mo Nb O Tl,4.527973359357233,4.6
21947,Bi Cs Pb Te,4.526994101303023,5.6
38591,Ba O Sm Sr,4.5120876897646145,4.9
5562,Ni P Ta,4.058988365115656,4.1
4974,H Ni O Rb Se,4.527973359357233,4.5
26079,Ca O Rh Sr,4.5120876897646145,4.1
26143,Br Cl Sm,5.70901304699469,6.2
24083,H Li Mn O,4.074150197977342,4.4
5489,B Cr Ir Mg,4.058988365115656,3.2
23654,B H O Sm,4.559706726132433,5.2
5165,S Th,4.062215674286633,4.4
35754,C F Gd H O S,4.909049397904035,5.5
35413,Ba O Sr Ta Zr,4.5120876897646145,2.4
39213,As C F H N O,5.133311269338913,5.7
39604,Dy O Sr V,4.508586004113071,3.7
36013,Fe O P Sb,4.537413771313109,5.7
30267,Cu Mn Nb O Y,4.06742120315482,4.3
2484,Cl O Re,5.6870801491603435,5.7
3560,Co Ga V,4.058988365115656,3.8
16537,Cu O Pr Re Sr Y,4.505358694942094,4.0
37820,Cl K N O Pt,5.144283201459817,4.4
4921,K O Sr U,4.5120876897646145,4.6
12194,Ba Cu Mo O Y,4.074150197977342,4.1
6779,Co Nd O Sr,4.527973359357233,4.3
16222,Sm Sn Ti,4.065717359938177,4.1
5920,Co Eu Ge O,4.070952364673849,4.6
20574,Ca Cu Hg Nd O Re Sr,4.065717359938177,3.8
23250,H O Pb Se V,4.537413771313109,5.3
12549,C H La O,4.536834847924909,5.6
22015,F In O Te,5.325545108644824,5.8
13874,Bi Na O V,4.527973359357233,5.0
37060,Co Dy Gd Tb,4.058988365115656,4.1
18321,C K N Pd S,4.522350470486193,4.5
2176,O Pr Y,4.065717359938177,3.4
15152,Mn Ru Sb Zn,4.522350470486193,3.6
9377,B Nd Rh,4.058988365115656,3.4
4482,Al Ca Co O,4.070952364673849,5.4
25829,Ba Fe K O,4.074150197977342,3.8
1801,O Ru W,4.065717359938177,3.7
33127,Cs Ge Li Na O,4.065717359938177,5.2
36027,As Fe P,4.522350470486193,3.1
37413,C F N O Sb,5.179493543378284,6.0
37716,Cl Cr Sm Te,5.3463616310181035,6.7
3565,Co Mn P,4.522350470486193,4.1
24250,La S Sn,4.499275142016078,4.3
11141,F Ho K Li,5.7513970829437815,6.3
15301,K S Yb,4.496373013391072,4.9
14323,Bi Cs P S,4.526994101303023,5.2
999,Al Li Zr,4.058988365115656,4.0
30546,B Cl Er O,5.282379287812984,5.5
3142,La Sb Si,4.065717359938177,3.7
33453,As Mg Ni,4.062215674286633,3.6
11849,Cu H Na O Se,4.536834847924909,5.5
20343,Ag Rb S V,4.527973359357233,3.7
25529,Ca Cl Ga H O,4.975291506062292,4.6
27788,Bi Li Na O P Pb,4.074150197977342,5.0
15155,H Mn Na O Sb W,4.074150197977342,4.8
22290,Ca K O P Y,4.527973359357233,4.7
25059,Er H O S Tl,4.562311629645546,5.3
26780,Cr Nb O V,4.527973359357233,4.4
14244,Ba Cl O Ru,5.348972523089205,5.2
24668,Al H La O,4.536834847924909,4.0
2891,Br Ca H,5.541788721388363,5.9
1410,O Rb,4.081432036311719,6.2
19781,Eu N Si Y,4.081432036311719,3.8
28866,Ca Fe H Mn Na O Sc Si,4.527973359357233,4.6
16656,Cd Na O Sr V,4.527973359357233,3.6
3543,H,4.065717359938177,5.0
39038,Cr Fe H Ti V,4.527973359357233,3.7
5446,As Ga In S,4.070648512325796,4.5
25566,Cr Mn Sn Tb,4.058988365115656,4.0
27514,Ba Ce Ir O,4.074150197977342,4.7
35885,Cl Fe H Mg O,4.890821501897334,1.9
27414,Bi H I Mg O,5.110715730712495,5.6
38003,Ba C H N O S U,4.534461084299648,5.0
5329,Ga Ho Ni,4.058988365115656,4.2
25486,Fe O P Si,4.537413771313109,5.2
3253,Ba Zn,4.065717359938177,4.4
26067,Al Li Mg O S,4.06742120315482,4.9
2981,Ga Na O,4.527973359357233,5.2
40412,As Ce Co,4.062215674286633,3.8
7824,F Na Nb O Sr,4.811400894107097,3.8
17831,Au F,5.683764199993599,6.3
13244,Cl N Pr S,5.255432437274453,4.9
14080,Cd K Mn S,4.08636318869934,3.6
34987,Ge Mg Sb Sn,4.522350470486193,5.4
17102,Ba Ca Cu Gd O Sn Ti,4.069248521457205,2.9
23902,C H N Na O Tl,4.553996274543067,4.3
11294,O Re Rh,4.065717359938177,4.2
16788,Ir O Sr Yb,4.505358694942094,4.0
3436,Na Sn,4.065717359938177,4.7
35426,Ag Eu Mg,4.062519526634685,4.1
27477,As La O Rh,4.527973359357233,3.9
35977,Al F Mg Sr,5.5939722565040935,4.6
37338,As Cu O Zr,4.527973359357233,4.3
9818,Bi Sb U,4.065717359938177,4.1
31092,H Mo O P V,4.527973359357233,4.9
28018,Bi Cr Ga O,4.074150197977342,5.2
38102,Bi Li O Ta,4.527973359357233,5.1
